Source Name	Material Type	Characteristics [BioSourceType]	Characteristics [CellLine]	Characteristics [CellType]	Characteristics [DevelopmentalStage]	Characteristics [DiseaseStage]	Characteristics [DiseaseState]	Characteristics [OrganismPart]	Characteristics [Organism]	Characteristics [Sex]	Labeled Extract Name	Material Type	Label	Hybridization Name	Array Design REF	Scan Name	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Comment[Normalization Type]	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value [CELLLINE]	Factor Value [CELLTYPE]	Factor Value [DEVELOPMENTALSTAGE]	Factor Value [DISEASESTAGE]	Factor Value [DISEASESTATE]	Factor Value [ORGANISMPART]
305932593.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, transient myleoproliferative disorder"	peripheral blood	Homo sapiens	male	Labeled43 biotin	synthetic_DNA	biotin	Hyb_43	A-AFFY-33	305932593.cel	305932593.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.1.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, transient myleoproliferative disorder"	peripheral blood
305932698.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, transient myleoproliferative disorder"	peripheral blood	Homo sapiens	male	Labeled44 biotin	synthetic_DNA	biotin	Hyb_44	A-AFFY-33	305932698.cel	305932698.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.1.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, transient myleoproliferative disorder"	peripheral blood
305932801.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow	Homo sapiens	female	Labeled45 biotin	synthetic_DNA	biotin	Hyb_45	A-AFFY-33	305932801.cel	305932801.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow
305932903.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow	Homo sapiens	male	Labeled46 biotin	synthetic_DNA	biotin	Hyb_46	A-AFFY-33	305932903.cel	305932903.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow
305933001.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow	Homo sapiens	male	Labeled47 biotin	synthetic_DNA	biotin	Hyb_47	A-AFFY-33	305933001.cel	305933001.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow
305933093.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	peripheral blood	Homo sapiens	female	Labeled48 biotin	synthetic_DNA	biotin	Hyb_48	A-AFFY-33	305933093.cel	305933093.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	peripheral blood
305933193.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow	Homo sapiens	female	Labeled49 biotin	synthetic_DNA	biotin	Hyb_49	A-AFFY-33	305933193.cel	305933193.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow
305933293.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	peripheral blood	Homo sapiens	male	Labeled50 biotin	synthetic_DNA	biotin	Hyb_50	A-AFFY-33	305933293.cel	305933293.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	peripheral blood
305933396.cel	organism_part	frozen_sample	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow	Homo sapiens	female	Labeled51 biotin	synthetic_DNA	biotin	Hyb_51	A-AFFY-33	305933396.cel	305933396.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	"mononuclear cells, blasts"	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	bone marrow
305933497.cel	cell_line	cells	CMK	  	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	  	Homo sapiens	male	Labeled52 biotin	synthetic_DNA	biotin	Hyb_52	A-AFFY-33	305933497.cel	305933497.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	CMK	  	  	  	"Down syndrome, acute megakaryoblastic leukaemia"	    
305933598.cel	organism_part	frozen_sample	  	CD33+ cells	adult	  	normal	bone marrow	Homo sapiens	male	Labeled53 biotin	synthetic_DNA	biotin	Hyb_53	A-AFFY-33	305933598.cel	305933598.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	CD33+ cells	adult	  	normal	bone marrow
305933701.cel	organism_part	  	  	CD33+ cells	  	  	normal	"blood, cord blood"	Homo sapiens	male	Labeled54 biotin	synthetic_DNA	biotin	Hyb_54	A-AFFY-33	305933701.cel	305933701.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	CD33+ cells	  	  	normal	"blood, cord blood"
305933802.cel	organism_part	  	  	CD33+ cells	  	  	"Down syndrome, non-leukaemic"	"blood, cord blood"	Homo sapiens	male	Labeled55 biotin	synthetic_DNA	biotin	Hyb_55	A-AFFY-33	305933802.cel	305933802.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	CD33+ cells	  	  	"Down syndrome, non-leukaemic"	"blood, cord blood"
307285721.cel	organism_part	biopsy	  	  	  	  	ganglioneuroma	  	Homo sapiens	  	Labeled56 biotin	synthetic_DNA	biotin	Hyb_56	A-AFFY-33	307285721.cel	307285721.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	ganglioneuroma	    
307285789.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled57 biotin	synthetic_DNA	biotin	Hyb_57	A-AFFY-33	307285789.cel	307285789.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307285874.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled58 biotin	synthetic_DNA	biotin	Hyb_58	A-AFFY-33	307285874.cel	307285874.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307285959.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled59 biotin	synthetic_DNA	biotin	Hyb_59	A-AFFY-33	307285959.cel	307285959.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286044.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled60 biotin	synthetic_DNA	biotin	Hyb_60	A-AFFY-33	307286044.cel	307286044.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286117.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled61 biotin	synthetic_DNA	biotin	Hyb_61	A-AFFY-33	307286117.cel	307286117.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286175.cel	organism_part	biopsy	  	  	  	  	ganglioneuroblastoma	  	Homo sapiens	  	Labeled62 biotin	synthetic_DNA	biotin	Hyb_62	A-AFFY-33	307286175.cel	307286175.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	ganglioneuroblastoma	    
307286235.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled63 biotin	synthetic_DNA	biotin	Hyb_63	A-AFFY-33	307286235.cel	307286235.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286321.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled64 biotin	synthetic_DNA	biotin	Hyb_64	A-AFFY-33	307286321.cel	307286321.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286406.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled65 biotin	synthetic_DNA	biotin	Hyb_65	A-AFFY-33	307286406.cel	307286406.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286491.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled66 biotin	synthetic_DNA	biotin	Hyb_66	A-AFFY-33	307286491.cel	307286491.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286571.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled67 biotin	synthetic_DNA	biotin	Hyb_67	A-AFFY-33	307286571.cel	307286571.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286629.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-differentiating	  	Homo sapiens	  	Labeled68 biotin	synthetic_DNA	biotin	Hyb_68	A-AFFY-33	307286629.cel	307286629.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-differentiating	    
307286687.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled69 biotin	synthetic_DNA	biotin	Hyb_69	A-AFFY-33	307286687.cel	307286687.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286745.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-undifferentiated	  	Homo sapiens	  	Labeled70 biotin	synthetic_DNA	biotin	Hyb_70	A-AFFY-33	307286745.cel	307286745.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-undifferentiated	    
307286829.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled71 biotin	synthetic_DNA	biotin	Hyb_71	A-AFFY-33	307286829.cel	307286829.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307286914.cel	organism_part	biopsy	  	  	  	  	ganglioneuroblastoma	  	Homo sapiens	  	Labeled72 biotin	synthetic_DNA	biotin	Hyb_72	A-AFFY-33	307286914.cel	307286914.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	ganglioneuroblastoma	    
307286999.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled73 biotin	synthetic_DNA	biotin	Hyb_73	A-AFFY-33	307286999.cel	307286999.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307287083.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-poorly differentiated	  	Homo sapiens	  	Labeled74 biotin	synthetic_DNA	biotin	Hyb_74	A-AFFY-33	307287083.cel	307287083.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-poorly differentiated	    
307287141.cel	organism_part	biopsy	  	  	  	  	ganglioneuroblastoma intermixed	  	Homo sapiens	  	Labeled75 biotin	synthetic_DNA	biotin	Hyb_75	A-AFFY-33	307287141.cel	307287141.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	ganglioneuroblastoma intermixed	    
307287199.cel	organism_part	biopsy	  	  	  	  	ganglioneuroblastoma	  	Homo sapiens	  	Labeled76 biotin	synthetic_DNA	biotin	Hyb_76	A-AFFY-33	307287199.cel	307287199.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	ganglioneuroblastoma	    
307287259.cel	organism_part	biopsy	  	  	  	  	neuroblastoma-differentiating	  	Homo sapiens	  	Labeled77 biotin	synthetic_DNA	biotin	Hyb_77	A-AFFY-33	307287259.cel	307287259.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	  	  	  	neuroblastoma-differentiating	    
307287346.cel	cell_line	fresh_sample	KELLY	  	  	  	  	  	Homo sapiens	  	Labeled78 biotin	synthetic_DNA	biotin	Hyb_78	A-AFFY-33	307287346.cel	307287346.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	KELLY	  	    	    	    	        
307287431.cel	cell_line	fresh_sample	SK-N-AS	  	  	  	  	  	Homo sapiens	  	Labeled79 biotin	synthetic_DNA	biotin	Hyb_79	A-AFFY-33	307287431.cel	307287431.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	SK-N-AS	  	    	    	    	        
308148086.cel	organism_part	  	  	T lymphocytes	  	  	CVID	blood	Homo sapiens	female	Labeled80 biotin	synthetic_DNA	biotin	Hyb_80	A-AFFY-33	308148086.cel	308148086.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	CVID	blood
308148346.cel	organism_part	  	  	T lymphocytes	  	  	CVID	blood	Homo sapiens	male	Labeled81 biotin	synthetic_DNA	biotin	Hyb_81	A-AFFY-33	308148346.cel	308148346.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	CVID	blood
308148579.cel	organism_part	  	  	T lymphocytes	  	  	CVID	blood	Homo sapiens	female	Labeled82 biotin	synthetic_DNA	biotin	Hyb_82	A-AFFY-33	308148579.cel	308148579.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	CVID	blood
308148816.cel	organism_part	  	  	T lymphocytes	  	  	CVID	blood	Homo sapiens	female	Labeled83 biotin	synthetic_DNA	biotin	Hyb_83	A-AFFY-33	308148816.cel	308148816.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	CVID	blood
308149048.cel	organism_part	  	  	T lymphocytes	  	  	CVID	blood	Homo sapiens	female	Labeled84 biotin	synthetic_DNA	biotin	Hyb_84	A-AFFY-33	308149048.cel	308149048.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	CVID	blood
308149281.cel	organism_part	  	  	T lymphocytes	  	  	XLA	blood	Homo sapiens	male	Labeled85 biotin	synthetic_DNA	biotin	Hyb_85	A-AFFY-33	308149281.cel	308149281.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	XLA	blood
308149514.cel	organism_part	  	  	T lymphocytes	  	  	XLA	blood	Homo sapiens	male	Labeled86 biotin	synthetic_DNA	biotin	Hyb_86	A-AFFY-33	308149514.cel	308149514.cel	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.raw.2.zip	P-TABM-1006	hgu133a_gcrma_reduced.mx	  	E-TABM-185.processed.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-185/E-TABM-185.processed.2.zip	  	T lymphocytes	  	  	XLA	blood
